word	p-value	corrected-p-value
aldolase	3.74282737682632e-11	3.17766044292555e-08
primase	2.98020473423867e-08	5.04687414306012e-06
if-3	2.98020473423867e-08	5.04687414306012e-06
peptidyl-trna	2.98020473423867e-08	5.04687414306012e-06
ribonucleoside-diphosphate	2.98020473423867e-08	5.04687414306012e-06
hydrolase	3.56669550746298e-08	5.04687414306012e-06
dehydratase	1.13245075541057e-07	1.20181336417946e-05
ribosome	1.13245075541057e-07	1.20181336417946e-05
topological	4.30177212123305e-07	2.43480302061791e-05
carbonic	4.30177212123305e-07	2.43480302061791e-05
fructose-bisphosphate	4.30177212123305e-07	2.43480302061791e-05
specificity	4.30177212123305e-07	2.43480302061791e-05
anhydrase	4.30177212123305e-07	2.43480302061791e-05
racemase	4.30177212123305e-07	2.43480302061791e-05
aminopeptidase	4.30177212123305e-07	2.43480302061791e-05
ribonuclease	1.6335423871065e-06	6.60417850787341e-05
ftsl	1.6335423871065e-06	6.60417850787341e-05
lexa	1.6335423871065e-06	6.60417850787341e-05
formyltransferase	1.6335423871065e-06	6.60417850787341e-05
mreb	1.6335423871065e-06	6.60417850787341e-05
delta-aminolevulinic	1.6335423871065e-06	6.60417850787341e-05
reductase	2.36915129166873e-06	9.14277021193979e-05
glutamate-1-semialdehyde	6.20109565889362e-06	0.000164522819200021
repressor	6.20109565889362e-06	0.000164522819200021
4-hydroxy-3-methylbut-2-enyl	6.20109565889362e-06	0.000164522819200021
udp-2	6.20109565889362e-06	0.000164522819200021
3-diacylglucosamine	6.20109565889362e-06	0.000164522819200021
mred	6.20109565889362e-06	0.000164522819200021
release	6.20109565889362e-06	0.000164522819200021
recycling	6.20109565889362e-06	0.000164522819200021
3-deoxy-d-manno-octulosonic-acid	6.20109565889362e-06	0.000164522819200021
glutamate	6.20109565889362e-06	0.000164522819200021
peptide	1.36671941369384e-05	0.000351619630977597
cytochrome	1.93267118678443e-05	0.000468810810737138
oxidase	1.93267118678443e-05	0.000468810810737138
arginyl-trna	8.92708880351929e-05	0.0018045472367114
tryptophanyl-trna	8.92708880351929e-05	0.0018045472367114
oligoribonuclease	8.92708880351929e-05	0.0018045472367114
mine	8.92708880351929e-05	0.0018045472367114
cysteinyl-trna	8.92708880351929e-05	0.0018045472367114
trna-specific	8.92708880351929e-05	0.0018045472367114
adenosine	8.92708880351929e-05	0.0018045472367114
methionine	0.000198697539461155	0.00392312118610513
diphosphate	0.000328883084596673	0.00532264317426584
thiamine-monophosphate	0.000338542675395	0.00532264317426584
4-diphosphocytidyl-2-c-methyl-d-erythritol	0.000338542675395	0.00532264317426584
cdp-diglyceride	0.000338542675395	0.00532264317426584
histidyl-trna	0.000338542675395	0.00532264317426584
ubiquinol	0.000338542675395	0.00532264317426584
cdp-diacylglycerol--glycerol-3-phosphate	0.000338542675395	0.00532264317426584
ribonucleotide	0.000338542675395	0.00532264317426584
1-aminomutase	0.000338542675395	0.00532264317426584
3-phosphatidyltransferase	0.000338542675395	0.00532264317426584
nad-dependent	0.000338542675395	0.00532264317426584
component	0.000405452863395949	0.00625871783678474
solvent	0.000621666487202667	0.00909991116612179
organic	0.000621666487202667	0.00909991116612179
tolerance	0.000621666487202667	0.00909991116612179
gtp-binding	0.000725428160823086	0.0104387882803186
aspartyl-trna	0.0012834304410497	0.016024006536047
rsep	0.0012834304410497	0.016024006536047
geranyltranstransferase	0.0012834304410497	0.016024006536047
ribonucleotide-diphosphate	0.0012834304410497	0.016024006536047
exonuclease	0.0012834304410497	0.016024006536047
secf	0.0012834304410497	0.016024006536047
enga	0.0012834304410497	0.016024006536047
2-dehydro-3-deoxyphosphooctonate	0.0012834304410497	0.016024006536047
phosphatidate	0.0012834304410497	0.016024006536047
acid	0.00156691932644033	0.0192799204079397
aminotransferase	0.00190485738814631	0.0231031988933745
chaperonin	0.00201105208436286	0.0240476509806207
factor	0.00371059538117978	0.0437541038697449
yrdc	0.00486392286949351	0.0485820060729411
cysteine--trna	0.00486392286949351	0.0485820060729411
tryptophan--trna	0.00486392286949351	0.0485820060729411
ysxc	0.00486392286949351	0.0485820060729411
o-phosphatidyltransferase	0.00486392286949351	0.0485820060729411
cytidine	0.00486392286949351	0.0485820060729411
sua5	0.00486392286949351	0.0485820060729411
arginine--trna	0.00486392286949351	0.0485820060729411
lptf	0.00486392286949351	0.0485820060729411
rare	0.00486392286949351	0.0485820060729411
cpn60	0.00486392286949351	0.0485820060729411
histidine--trna	0.00486392286949351	0.0485820060729411
aspartate--trna	0.00486392286949351	0.0485820060729411
shape-determining	0.00533608540179879	0.0526783314665951
uroporphyrinogen-iii	0.00568836737189397	0.0555106195257239
biogenesis	0.00600786926932321	0.0579622842006296
biotin	0.00820267972456696	0.0782480346759253
chain	0.00850403495015173	0.080221396363098
cytidylyltransferase	0.0104103946563924	0.0971255501459023
complex	0.0145102404524395	0.13390428417523
metallopeptidase	0.0164421089437467	0.150100542938074
yfio	0.0184270805864589	0.151889237067026
phosphatidylglycerophosphate	0.0184270805864589	0.151889237067026
maturation	0.0184270805864589	0.151889237067026
glutathione	0.0184270805864589	0.151889237067026
mvin	0.0184270805864589	0.151889237067026
cysteine	0.0184270805864589	0.151889237067026
8-phosphate	0.0184270805864589	0.151889237067026
monophosphate	0.0184270805864589	0.151889237067026
groel	0.0184270805864589	0.151889237067026
uroporphyrinogen	0.0184270805864589	0.151889237067026
methionyl-trna	0.0239936090919123	0.195870904990707
class	0.0254672647828989	0.205880236437784
permease	0.0257047173879919	0.205880236437784
carboxyl	0.0420747230756887	0.310210367719751
zinc	0.0455419392111599	0.310210367719751
unknown	0.0455419392111599	0.310210367719751
function	0.0455419392111599	0.310210367719751
deaminase	0.057494688514204	0.310210367719751
thiamine	0.0591165537373552	0.310210367719751
-dependent	0.0591165537373552	0.310210367719751
integral	0.0591165537373552	0.310210367719751
ghmp	0.0697881981560335	0.310210367719751
-diphospho	0.0697881981560335	0.310210367719751
thiol	0.0697881981560335	0.310210367719751
hemd	0.0697881981560335	0.310210367719751
cdp-alcohol	0.0697881981560335	0.310210367719751
phosphatase	0.0697881981560335	0.310210367719751
active	0.0697881981560335	0.310210367719751
dahp	0.0697881981560335	0.310210367719751
lptde	0.0697881981560335	0.310210367719751
domains	0.0697881981560335	0.310210367719751
ywlc	0.0697881981560335	0.310210367719751
phosphodiesterase	0.0697881981560335	0.310210367719751
ribosome-releasing	0.0697881981560335	0.310210367719751
triphosphate	0.0697881981560335	0.310210367719751
zinc-binding	0.0697881981560335	0.310210367719751
-2-c-methyl-d-erythritol	0.0697881981560335	0.310210367719751
xaa-pro	0.0697881981560335	0.310210367719751
deoxycytidylate	0.0697881981560335	0.310210367719751
3-deoxy-8-phosphooctulonate	0.0697881981560335	0.310210367719751
nucleotidyl	0.0697881981560335	0.310210367719751
grol	0.0697881981560335	0.310210367719751
kinases	0.0697881981560335	0.310210367719751
nad+	0.0697881981560335	0.310210367719751
uptake	0.0697881981560335	0.310210367719751
purn	0.0697881981560335	0.310210367719751
tcp-1	0.0697881981560335	0.310210367719751
adenylation	0.0697881981560335	0.310210367719751
pcrf	0.0697881981560335	0.310210367719751
hydantoin	0.0697881981560335	0.310210367719751
determining	0.0697881981560335	0.310210367719751
lipopolysaccharide-assembly	0.0697881981560335	0.310210367719751
rpb1	0.0697881981560335	0.310210367719751
3-methyladenine	0.0697881981560335	0.310210367719751
glycosylase	0.0697881981560335	0.310210367719751
liga	0.0697881981560335	0.310210367719751
bisphosphate	0.0697881981560335	0.310210367719751
components	0.0697881981560335	0.310210367719751
reductant	0.0697881981560335	0.310210367719751
-cyclic	0.0697881981560335	0.310210367719751
formyl	0.0697881981560335	0.310210367719751
enzyme	0.0697881981560335	0.310210367719751
shape	0.0697881981560335	0.310210367719751
rlpb	0.0697881981560335	0.310210367719751
hydrogenase	0.0697881981560335	0.310210367719751
phospholipase	0.0697881981560335	0.310210367719751
rimn	0.0697881981560335	0.310210367719751
nh3-dependent	0.0697881981560335	0.310210367719751
xanthosine	0.0697881981560335	0.310210367719751
lytb	0.0697881981560335	0.310210367719751
heptaprenyl	0.0697881981560335	0.310210367719751
farnesyl	0.0697881981560335	0.310210367719751
ycio	0.0697881981560335	0.310210367719751
engb	0.0697881981560335	0.310210367719751
nucleotidase	0.0697881981560335	0.310210367719751
bamd	0.0697881981560335	0.310210367719751
lptd	0.0697881981560335	0.310210367719751
cdp-diacylglycerol--serine	0.0697881981560335	0.310210367719751
class-ii	0.0697881981560335	0.310210367719751
phosphatidyltransferase	0.0697881981560335	0.310210367719751
kdotransferase	0.0697881981560335	0.310210367719751
murj	0.0697881981560335	0.310210367719751
cydc	0.0697881981560335	0.310210367719751
glutamate-1-semialdehyde-2	0.0697881981560335	0.310210367719751
tagatose	0.0697881981560335	0.310210367719751
phosphoribosylglycinamide	0.0697881981560335	0.310210367719751
class-iii	0.0697881981560335	0.310210367719751
mvin-like	0.0697881981560335	0.310210367719751
multifunctional	0.0697881981560335	0.310210367719751
3-deoxy-d-manno-octulosonic	0.0697881981560335	0.310210367719751
biotin-requiring	0.0697881981560335	0.310210367719751
calcineurin-like	0.0697881981560335	0.310210367719751
folate-dependent	0.0697881981560335	0.310210367719751
cdp-diacylglycerol-serine	0.0697881981560335	0.310210367719751
osta	0.0697881981560335	0.310210367719751
phosphoesterase	0.0697881981560335	0.310210367719751
fructose	0.0697881981560335	0.310210367719751
lps-assembly	0.0697881981560335	0.310210367719751
translation	0.0828325598811457	0.366275225724441
threonylcarbamoyladenosine	0.0957140695743305	0.421042720562729
bacteria	0.134318414238587	0.584801711223388
catalytic	0.134318414238587	0.584801711223388
transport	0.13818164262635	0.597336128877738
terminal	0.138604496335588	0.597336128877738
motif	0.172510433295183	0.735986722952814
mrebcd	0.172510433295183	0.735986722952814
initiation	0.18070250744858	0.766964745534967
dna-directed	0.181578225974709	0.766964745534967
septum	0.19248315172581	0.801069587329473
fused	0.19248315172581	0.801069587329473
modification	0.19248315172581	0.801069587329473
conserved	0.242979657815226	0.8796919602466
assembly	0.260769947608362	0.8796919602466
histidyl	0.264218433289615	0.8796919602466
rsea	0.264218433289615	0.8796919602466
protoporphyrinogen	0.264218433289615	0.8796919602466
large	0.264218433289615	0.8796919602466
protoporphyrin	0.264218433289615	0.8796919602466
thioester	0.264218433289615	0.8796919602466
rpoe	0.264218433289615	0.8796919602466
fe2+	0.264218433289615	0.8796919602466
n-formyltransferase	0.264218433289615	0.8796919602466
glnb	0.264218433289615	0.8796919602466
10-formyltetrahydrofolate	0.264218433289615	0.8796919602466
pyrophosphohydrolase	0.264218433289615	0.8796919602466
4fe-4s	0.264218433289615	0.8796919602466
dehydrase	0.264218433289615	0.8796919602466
uridylyltransferase	0.264218433289615	0.8796919602466
regulon	0.264218433289615	0.8796919602466
ftsj	0.264218433289615	0.8796919602466
cleaved	0.264218433289615	0.8796919602466
threonine-dependent	0.264218433289615	0.8796919602466
bccp	0.264218433289615	0.8796919602466
aminomutase	0.264218433289615	0.8796919602466
-subunit	0.264218433289615	0.8796919602466
endoprotease	0.264218433289615	0.8796919602466
3-deoxy-d-manno-octulosonate	0.264218433289615	0.8796919602466
l-methionyl-trna	0.264218433289615	0.8796919602466
nucleotidyltransferase	0.264218433289615	0.8796919602466
adp-forming	0.264218433289615	0.8796919602466
degrading	0.264218433289615	0.8796919602466
bound	0.264218433289615	0.8796919602466
cardiolipin	0.264218433289615	0.8796919602466
poly	0.264218433289615	0.8796919602466
3-deoxy-7-phosphoheptulonate	0.264218433289615	0.8796919602466
zipper	0.264218433289615	0.8796919602466
suppressor	0.264218433289615	0.8796919602466
-hydroxymyristol	0.264218433289615	0.8796919602466
rf-1	0.264218433289615	0.8796919602466
yadf	0.264218433289615	0.8796919602466
actin-like	0.264218433289615	0.8796919602466
ferritin-like	0.264218433289615	0.8796919602466
beta-barrel	0.264218433289615	0.8796919602466
glutamine-dependent	0.264218433289615	0.8796919602466
head	0.264218433289615	0.8796919602466
activator	0.264218433289615	0.8796919602466
5-aminolevulinate	0.264218433289615	0.8796919602466
leucine	0.264218433289615	0.8796919602466
4-diphosphocytidyl-2-c-methylerythritol	0.264218433289615	0.8796919602466
beta-hydroxydecanoyl	0.264218433289615	0.8796919602466
multicopy	0.264218433289615	0.8796919602466
fmet	0.264218433289615	0.8796919602466
carrier	0.270847602767006	0.898240682614017
protein-export	0.273589230844384	0.899010228193354
metalloprotease	0.273589230844384	0.899010228193354
aspartyl	0.28590431285301	0.899010228193354
geranylgeranyl	0.28590431285301	0.899010228193354
ribosome-associated	0.28590431285301	0.899010228193354
formation	0.28590431285301	0.899010228193354
ethanolamine	0.28590431285301	0.899010228193354
barrel	0.28590431285301	0.899010228193354
yjgp	0.28590431285301	0.899010228193354
yjgq	0.28590431285301	0.899010228193354
site	0.28590431285301	0.899010228193354
permeases	0.28590431285301	0.899010228193354
possible	0.28590431285301	0.899010228193354
exporter	0.28590431285301	0.899010228193354
protease	0.357151720807862	1
probable	0.361186678968393	1
beta	0.375265356814399	1
export	0.377357860319381	1
core	0.395570174436391	1
small	0.39716549110936	1
structural	0.39716549110936	1
polymerase	0.403355924503484	1
membrane	0.404349085256623	1
hypothetical	0.406825247293588	1
putative	0.423349872658759	1
n-terminal	0.440715938372405	1
auxillary	0.458648668423196	1
groesl	0.458648668423196	1
secyeg	0.458648668423196	1
prime	0.458648668423196	1
transcriptional	0.458648668423196	1
flippase	0.458648668423196	1
bamabcde	0.458648668423196	1
cell	0.461757264582297	1
division	0.462121116689391	1
bacterial	0.463388181823576	1
synthetase	0.483106269219746	1
synthetases	0.489825047201741	1
abc-type	0.499506660801136	1
related	0.499506660801136	1
polyprenyl	0.499506660801136	1
regulator	0.499506660801136	1
superfamily	0.499506660801136	1
region	0.499506660801136	1
pyrimidine	0.499506660801136	1
biosynthesis	0.513869129335893	1
gtpase	0.522027855525306	1
uncharacterized	0.528263143607166	1
lipopolysaccharide	0.551436273705322	1
acetyl-coa	0.557350620999442	1
type	0.589018221657628	1
atpase	0.589018221657628	1
phosphatidylserine	0.589018221657628	1
utilization	0.589873632783836	1
wall	0.589873632783836	1
msba	0.589873632783836	1
rnase	0.601717785987203	1
predicted	0.63873960361276	1
transferase	0.645548493283714	1
periplasmic	0.667447603442494	1
ribd	0.667447603442494	1
sigma	0.667447603442494	1
asparaginyl-trna	0.667447603442494	1
transporter	0.674637847925302	1
lipoprotein	0.701784955882649	1
acetyltransferase	0.706988943698601	1
family	0.724167803690673	1
lpta	0.7326778258162	1
flavoprotein	0.784444806845911	1
inner	0.784444806845911	1
trna	0.788407807418146	1
atp-binding	0.817699842471322	1
acetyl	0.841432436054866	1
lipid	0.866472044192615	1
peptidoglycan	0.866520254115352	1
ligase	0.878329667311046	1
outer	0.893131192018458	1
glycerol-3-phosphate	0.895182978184359	1
pyrophosphatase	0.895182978184359	1
pyrophosphate	0.895182978184359	1
system	0.903049260539528	1
synthase	0.906504788510335	1
