word	p-value	corrected-p-value
aldolase	4.78003958384572e-23	4.04869352751732e-20
primase	4.13512620249152e-15	8.75612973377579e-13
if-3	4.13512620249152e-15	8.75612973377579e-13
dehydratase	4.13512620249152e-15	8.75612973377579e-13
hydrolase	1.14571771478801e-14	1.94084580885089e-12
peptidyl-trna	2.17328665947699e-14	3.06795633429502e-12
carbonic	1.14180481407411e-13	8.79189706837065e-12
racemase	1.14180481407411e-13	8.79189706837065e-12
anhydrase	1.14180481407411e-13	8.79189706837065e-12
aminopeptidase	1.14180481407411e-13	8.79189706837065e-12
ribosome	1.14180481407411e-13	8.79189706837065e-12
formyltransferase	5.99671508280946e-13	3.90709051933816e-11
delta-aminolevulinic	5.99671508280946e-13	3.90709051933816e-11
release	3.14834074216867e-12	1.66665288038554e-10
3-deoxy-d-manno-octulosonic-acid	3.14834074216867e-12	1.66665288038554e-10
glutamate	3.14834074216867e-12	1.66665288038554e-10
recycling	1.65233039822005e-11	8.23249321936698e-10
peptide	3.24519284638302e-10	1.44667281099285e-08
methionine	3.24519284638302e-10	1.44667281099285e-08
arginyl-trna	4.54640460191015e-10	1.92540234890895e-08
histidyl-trna	2.38355000725634e-09	8.777681983244e-08
fructose-bisphosphate	2.38355000725634e-09	8.777681983244e-08
phosphatidate	2.38355000725634e-09	8.777681983244e-08
acid	9.82016383268868e-09	3.41310253632332e-07
aspartyl-trna	1.24918746902034e-08	3.41310253632332e-07
4-diphosphocytidyl-2-c-methyl-d-erythritol	1.24918746902034e-08	3.41310253632332e-07
ribonuclease	1.24918746902034e-08	3.41310253632332e-07
secf	1.24918746902034e-08	3.41310253632332e-07
o-phosphatidyltransferase	1.24918746902034e-08	3.41310253632332e-07
2-dehydro-3-deoxyphosphooctonate	1.24918746902034e-08	3.41310253632332e-07
rare	1.24918746902034e-08	3.41310253632332e-07
gtp-binding	1.43794090693147e-08	3.80604983803423e-07
solvent	2.91797436495091e-08	7.06149796318119e-07
organic	2.91797436495091e-08	7.06149796318119e-07
tolerance	2.91797436495091e-08	7.06149796318119e-07
4-hydroxy-3-methylbut-2-enyl	6.54452626642339e-08	1.38580343691515e-06
udp-2	6.54452626642339e-08	1.38580343691515e-06
3-diacylglucosamine	6.54452626642339e-08	1.38580343691515e-06
mreb	6.54452626642339e-08	1.38580343691515e-06
uroporphyrinogen	6.54452626642339e-08	1.38580343691515e-06
shape-determining	1.11987502874529e-07	2.31349792523722e-06
cytidylyltransferase	1.2130821045822e-07	2.44638224424078e-06
mvin	3.42748951642053e-07	6.31105134871346e-06
mred	3.42748951642053e-07	6.31105134871346e-06
groel	3.42748951642053e-07	6.31105134871346e-06
cdp-diacylglycerol-serine	3.42748951642053e-07	6.31105134871346e-06
protoporphyrinogen	1.79440907943909e-06	2.86766884959417e-05
-subunit	1.79440907943909e-06	2.86766884959417e-05
nh3-dependent	1.79440907943909e-06	2.86766884959417e-05
trna-specific	1.79440907943909e-06	2.86766884959417e-05
lytb	1.79440907943909e-06	2.86766884959417e-05
adenosine	1.79440907943909e-06	2.86766884959417e-05
fructose	1.79440907943909e-06	2.86766884959417e-05
nucleotidyltransferase	9.39105237841864e-06	0.000137141747664148
cdp-diacylglycerol--glycerol-3-phosphate	9.39105237841864e-06	0.000137141747664148
enga	9.39105237841864e-06	0.000137141747664148
-hydroxymyristol	9.39105237841864e-06	0.000137141747664148
3-phosphatidyltransferase	9.39105237841864e-06	0.000137141747664148
oxidase	1.29342456976128e-05	0.000185683154336917
component	2.98597711138385e-05	0.000421520435557021
factor	4.13194174735346e-05	0.000573730272132522
methionyl-trna	4.86105438156817e-05	0.000594483764702534
