word	p-value	corrected-p-value
transposase	1.16324872469429e-148	1.5174579613637e-144
putative	3.45904970175093e-87	2.25616516796704e-83
systematic	8.13285191776779e-72	3.53643510890936e-68
iscro1	1.50416110610362e-59	4.90544540728043e-56
pathogenicity	2.55872753302719e-47	5.56310011138994e-44
island	2.55872753302719e-47	5.56310011138994e-44
fimbrial	7.34445414910111e-43	1.36869149107177e-39
hypothetical	9.99497967008603e-41	1.6298063724534e-37
annotate	1.37668511156859e-35	1.63262338912839e-32
icorn	1.37668511156859e-35	1.63262338912839e-32
rh20207	1.37668511156859e-35	1.63262338912839e-32
element	1.78129913222415e-35	1.936420598322e-32
insertion	9.97673158710061e-33	1.00112664272098e-29
bacteria	3.86282473152965e-30	3.59932490162887e-27
is200	1.59913238323318e-26	1.39071212928512e-23
effector	8.92013602453192e-25	7.27269840250118e-22
protein	4.31017096733536e-24	3.30742236875822e-21
virulence	1.69610794917082e-23	1.22920712205185e-20
sequence	1.70013090228212e-20	1.16727408527738e-17
prophage	2.27193530230645e-20	1.48186980092938e-17
secreted	2.86523906563738e-20	1.77985921958284e-17
invasion	1.12457151087518e-17	6.66819789062123e-15
ferritin	1.14281912867418e-15	6.48177197111071e-13
membrane	2.46774598918078e-15	1.32269921171264e-12
blastx	2.63627286351313e-15	1.32269921171264e-12
subject	2.63627286351313e-15	1.32269921171264e-12
gifsy	3.46108079636207e-15	1.67221477735345e-12
similarity	5.8742045086833e-15	2.73674992199191e-12
exported	1.32237457883734e-14	5.84088665292537e-12
insa	1.3432472179974e-14	5.84088665292537e-12
fragment	3.35728850325207e-14	1.4127686620943e-11
universal	5.41087248983281e-14	2.20577598843341e-11
insb	8.64448627901138e-14	3.41719162150617e-11
outer	3.90397934233961e-13	1.49786501531824e-10
iscro4	4.89989560966477e-13	1.77553161744658e-10
isec14	4.89989560966477e-13	1.77553161744658e-10
fibre	5.58760006344132e-13	1.97000656290789e-10
mechanosensitive	1.11222886605738e-12	3.81816462045223e-10
t3ss	2.81718753527824e-12	9.42313112761657e-10
is102	4.33540715310521e-12	1.41388465780644e-09
dihydroorotate	6.58265048413656e-12	2.09440672111125e-09
modulating	8.2080784589858e-12	2.54939008327309e-09
conductance	1.50987446130341e-11	4.53210403984728e-09
curli	1.52865142010947e-11	4.53210403984728e-09
stpa	4.12193667789014e-11	1.19490364362393e-08
secretory	5.39438869063451e-11	1.52977827107233e-08
conserved	8.02428705533066e-11	2.2271664816338e-08
stress	1.8619503170964e-10	5.06023789302553e-08
fkbp	2.15358911830131e-10	5.73338164249808e-08
iscro3	3.16523462126428e-10	8.25809712687851e-08
dtdp	5.39174243178487e-10	1.3791231376987e-07
luxr	7.53362318745443e-10	1.88992527846813e-07
leader	1.00562014407049e-09	2.47515373196219e-07
trap	1.30851748202211e-09	3.16103899129229e-07
galactosyltransferase	2.21526977771073e-09	5.25421713640663e-07
forward	2.41331575386361e-09	5.62173285877693e-07
curlin	2.86377108105449e-09	6.55401644778173e-07
dehydrorhamnose	2.95484149543461e-09	6.64584608757663e-07
chaperone	8.2960083592445e-09	1.83426150926008e-06
lipoprotein	1.35948159194977e-08	2.95573956116412e-06
possible	1.98462033524766e-08	4.24415938906651e-06
bacterioferritin	2.07225543597368e-08	4.36009228423818e-06
pilin	2.99802232560225e-08	6.20780972023514e-06
id=100	3.38276375067393e-08	6.89502392617835e-06
triphosphohydrolase	4.16042690466557e-08	8.34965676482497e-06
secretion	5.12404670528669e-08	1.01277559500704e-05
usher	6.18307564665988e-08	1.20385405687579e-05
porin	1.00704544677154e-07	1.93189821369629e-05
adherence	1.33314146991053e-07	2.52041021376563e-05
deoxyguanosinetriphosphate	2.46660519405125e-07	4.59669496519979e-05
biofilm	3.87162054295088e-07	7.11342112433721e-05
pilus	6.86169962465417e-07	0.000124320655005019
lipopolysaccharide	6.9816662909154e-07	0.000124761420226016
assembly	1.12299312302308e-06	0.000197965476889676
transmembrane	1.77228682460305e-06	0.000308259755025958
is150	2.08122004554164e-06	0.000343664753089755
leuabcd	2.08122004554164e-06	0.000343664753089755
chemo	2.08122004554164e-06	0.000343664753089755
virk	2.08122004554164e-06	0.000343664753089755
bacteriophage	2.44224618720468e-06	0.000398238768901063
production	2.8895355184115e-06	0.000465357911576271
tight	3.09795684897357e-06	0.000492839598717808
cadaverine	3.19354081563006e-06	0.00049594928499874
acrab	3.19354081563006e-06	0.00049594928499874
probable	3.93656909090632e-06	0.00060414757401027
fimbriae	5.69265024830026e-06	0.000863495610338103
pseudogene	5.97534161812171e-06	0.000895957832280433
caif	6.8763786472433e-06	0.00101934499378737
cadc	8.6223342679844e-06	0.00126380169130176
reverse	1.08820109106087e-05	0.00157728702587655
associated	1.41601956442652e-05	0.00202988738658725
bactoprenol	1.62622673021104e-05	0.00230588344517424
csph	1.84177954238981e-05	0.00250270980525781
is621	1.84177954238981e-05	0.00250270980525781
biga	1.84177954238981e-05	0.00250270980525781
exposed	1.84177954238981e-05	0.00250270980525781
fima	1.99395174858344e-05	0.00259178798090445
potential	2.0179050913225e-05	0.00259178798090445
evga	2.0179050913225e-05	0.00259178798090445
dctm	2.0179050913225e-05	0.00259178798090445
sdia	2.06627788435464e-05	0.00259178798090445
name	2.06627788435464e-05	0.00259178798090445
rcsf	2.06627788435464e-05	0.00259178798090445
obsolete	2.06627788435464e-05	0.00259178798090445
phosphoribulokinase	2.13186694807743e-05	0.00264859088930191
haemolysin	2.64944378814248e-05	0.00326056549210554
integrase	3.13020585587282e-05	0.00381621826073467
glucose	3.81356662137215e-05	0.00460629412738887
pocr	4.75434138169203e-05	0.00563821666583386
decoration	4.75434138169203e-05	0.00563821666583386
oxaloacetate	5.96219641421182e-05	0.00700692362372911
determinant	6.02200446614908e-05	0.0070140221661531
expression	6.07661483494743e-05	0.00701499473645037
inhibitor	8.18782156283566e-05	0.00928783759019054
channel	8.18782156283566e-05	0.00928783759019054
mdtj	0.00010010067231568	0.0112570109513625
general	0.00010238386876808	0.0113776561289374
core	0.000102917855363328	0.0113776561289374
adhesin	0.000106106744591152	0.0116316175058116
euts	0.000110890200966582	0.0119673373136705
cold	0.000111004048674138	0.0119673373136705
cspc	0.000128877484156274	0.01355811920015
capsullar	0.000128877484156274	0.01355811920015
degrading	0.000128877484156274	0.01355811920015
restriction	0.000144326118404556	0.0150618737166995
t6ss	0.00015498151489146	0.0157499270253751
is1541	0.000162992728894261	0.0157499270253751
pspe	0.000162992728894261	0.0157499270253751
adherance	0.000162992728894261	0.0157499270253751
citb	0.000162992728894261	0.0157499270253751
duf2594	0.000162992728894261	0.0157499270253751
slyd	0.000162992728894261	0.0157499270253751
iram	0.000162992728894261	0.0157499270253751
rfbi	0.000162992728894261	0.0157499270253751
stm0926	0.000162992728894261	0.0157499270253751
glucosyltransferase	0.00021495149568104	0.0204674617602859
diacetylchitobiose	0.00021495149568104	0.0204674617602859
arac	0.00024814539117334	0.0234569320859146
lysozyme	0.000260525005218495	0.0244499905976638
adapter	0.000291199542125366	0.0269411207590454
yiam	0.000291199542125366	0.0269411207590454
invertase	0.000301437973031443	0.0276919602689801
is110	0.000317458774691446	0.0281717667744892
is902	0.000317458774691446	0.0281717667744892
rfaz	0.000317458774691446	0.0281717667744892
is116	0.000317458774691446	0.0281717667744892
stfa	0.000317458774691446	0.0281717667744892
